REF,Nom,URL,Inclu ?,Explication RETENU,Fait
ANSS74,anssi_back to basics_relational_databases_1.0.pdf,https://messervices.cyber.gouv.fr/documents-guides/anssi_back%20to%20basics_relational_databases_1.0.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ANSS75,Anssi views on the Zero Trust model_0.pdf,https://messervices.cyber.gouv.fr/documents-guides/Anssi%20views%20on%20the%20Zero%20Trust%20model_0.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ANSS76,anssi_fondamentaux_sauvegarde_systemes_dinformation_v1.1.pdf,https://messervices.cyber.gouv.fr/documents-guides/anssi_fondamentaux_sauvegarde_systemes_dinformation_v1.1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ANSS77,anssi_essentiels_serveur_Windows_autonome_v1.0.pdf,https://messervices.cyber.gouv.fr/documents-guides/anssi_essentiels_serveur_Windows_autonome_v1.0.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
FRNP,fr_np_linux_configuration-v2.0.pdf,https://messervices.cyber.gouv.fr/documents-guides/fr_np_linux_configuration-v2.0.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ANSS78,anssi-guide-systemes_industriels-methode_de_classification_v2-0.pdf.pdf,https://messervices.cyber.gouv.fr/documents-guides/anssi-guide-systemes_industriels-methode_de_classification_v2-0.pdf.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
RECO1,Recommandations_de_sécurité_pour_un_système_d_IA_générative.pdf,https://messervices.cyber.gouv.fr/documents-guides/Recommandations_de_s%C3%A9curit%C3%A9_pour_un_syst%C3%A8me_d_IA_g%C3%A9n%C3%A9rative.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
MANA,Managing_Cybe_for_ICS_EN.pdf,https://messervices.cyber.gouv.fr/documents-guides/Managing_Cybe_for_ICS_EN.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ANSS79,anssi_essentiels_devsecops_v1.0.pdf,https://messervices.cyber.gouv.fr/documents-guides/anssi_essentiels_devsecops_v1.0.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ANSS80,anssi-guide-recommandations_architectures_systemes_information_sensibles_ou_diffusion_restreinte-v1.2.pdf,https://messervices.cyber.gouv.fr/documents-guides/anssi-guide-recommandations_architectures_systemes_information_sensibles_ou_diffusion_restreinte-v1.2.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ANSS81,anssi-technical_position_papers-qkd.pdf,https://messervices.cyber.gouv.fr/documents-guides/anssi-technical_position_papers-qkd.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
NPGU,NP_Guide_DDoS.pdf,https://messervices.cyber.gouv.fr/documents-guides/NP_Guide_DDoS.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
FICH6,fiche_methode_Identifier_lautorite_dhomologation.pdf,https://messervices.cyber.gouv.fr/documents-guides/fiche_methode_Identifier_lautorite_dhomologation.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ANSS82,anssi-guide-admin_securisee_si_v3-0.pdf,https://messervices.cyber.gouv.fr/documents-guides/anssi-guide-admin_securisee_si_v3-0.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
BACK2,20240829_Back to Basics_Secure implementation of CMS.pdf,https://messervices.cyber.gouv.fr/documents-guides/20240829_Back%20to%20Basics_Secure%20implementation%20of%20CMS.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
GUID18,guide_anssi_secure_admin_is_pa_022_en_v2.pdf,https://messervices.cyber.gouv.fr/documents-guides/guide_anssi_secure_admin_is_pa_022_en_v2.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
NPCR,np_cryhod_notetech.pdf,https://messervices.cyber.gouv.fr/documents-guides/np_cryhod_notetech.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
GUID19,guide_802.1x_anssi_pa_043_v1.pdf,https://messervices.cyber.gouv.fr/documents-guides/guide_802.1x_anssi_pa_043_v1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
NTOP1,NT_OpenSSH_en.pdf,https://messervices.cyber.gouv.fr/documents-guides/NT_OpenSSH_en.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ANSS83,anssi_back to basics_pki_1.0.pdf,https://messervices.cyber.gouv.fr/documents-guides/anssi_back%20to%20basics_pki_1.0.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CYBE3,cyber-attacks-remediation-managing-remediation.pdf,https://messervices.cyber.gouv.fr/documents-guides/cyber-attacks-remediation-managing-remediation.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ANSS84,anssi-guide-reconditionnement_ordinateurs_bureau_portables_v1-0.pdf,https://messervices.cyber.gouv.fr/documents-guides/anssi-guide-reconditionnement_ordinateurs_bureau_portables_v1-0.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
NPAN19,20241001_NP_ANSSI_SDE_serveur_scada_moyen_terme_v1-1-fr.pdf,https://messervices.cyber.gouv.fr/documents-guides/20241001_NP_ANSSI_SDE_serveur_scada_moyen_terme_v1-1-fr.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ANSS85,anssi-guide-recommendations_for_the_architecture_of_sensitive_or_restricted_distribution_information_systems.pdf,https://messervices.cyber.gouv.fr/documents-guides/anssi-guide-recommendations_for_the_architecture_of_sensitive_or_restricted_distribution_information_systems.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
NPVM,np_vmwareesx_notetech_v1.pdf,https://messervices.cyber.gouv.fr/documents-guides/np_vmwareesx_notetech_v1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ANSS86,anssi_essentiels_données_traitements_sensibles_1.0.pdf,https://messervices.cyber.gouv.fr/documents-guides/anssi_essentiels_donn%C3%A9es_traitements_sensibles_1.0.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ANSS87,20230503_anssi_mesures-cyber-preventives-prioritaires.pdf,https://messervices.cyber.gouv.fr/documents-guides/20230503_anssi_mesures-cyber-preventives-prioritaires.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ANSS88,anssi-guide-organiser-un-exercice-de-gestion-de-crise-cyber-v1.0.pdf,https://messervices.cyber.gouv.fr/documents-guides/anssi-guide-organiser-un-exercice-de-gestion-de-crise-cyber-v1.0.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
TABL,tables_il.pdf,https://www.cnil.fr/sites/default/files/2026-03/tables_il.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT,CERTFR-2025-CTI-006.pdf,https://www.cert.ssi.gouv.fr/uploads/CERTFR-2025-CTI-006.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT1,CERTFR-2025-CTI-005.pdf,https://www.cert.ssi.gouv.fr/uploads/CERTFR-2025-CTI-005.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
GUID20,guide_protection_des_systemes_essentiels.pdf,https://messervices.cyber.gouv.fr/documents-guides/guide_protection_des_systemes_essentiels.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ANSS89,anssi_amf-guide-cybersecurite_communes-et-intercommunalites.pdf,https://messervices.cyber.gouv.fr/documents-guides/anssi_amf-guide-cybersecurite_communes-et-intercommunalites.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
SECU1,security-recommendations-for-tls_v1.1.pdf,https://messervices.cyber.gouv.fr/documents-guides/security-recommendations-for-tls_v1.1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
NPAN20,20241212_np_anssi_guide_tpe-pme_v2.pdf,https://messervices.cyber.gouv.fr/documents-guides/20241212_np_anssi_guide_tpe-pme_v2.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ANSS90,anssi-guide-hardware_security_requirements.pdf,https://messervices.cyber.gouv.fr/documents-guides/anssi-guide-hardware_security_requirements.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT2,CERTFR-2025-RFX-008-1.pdf,https://cert.ssi.gouv.fr/uploads/CERTFR-2025-RFX-008-1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT3,CERTFR-2025-RFX-007-1.pdf,https://cert.ssi.gouv.fr/uploads/CERTFR-2025-RFX-007-1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT4,CERTFR-2024-RFX-010-1.pdf,https://cert.ssi.gouv.fr/uploads/CERTFR-2024-RFX-010-1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT5,CERTFR-2025-RFX-006-1.pdf,https://cert.ssi.gouv.fr/uploads/CERTFR-2025-RFX-006-1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
NPAN21,20151005_NP_ANSSI_SDE_4067_PJ2_diode_moyen_terme_PJ2.vfp_.pdf,https://messervices.cyber.gouv.fr/documents-guides/20151005_NP_ANSSI_SDE_4067_PJ2_diode_moyen_terme_PJ2.vfp_.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT6,CERTFR-2025-CTI-002.pdf,https://www.cert.ssi.gouv.fr/uploads/CERTFR-2025-CTI-002.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT7,CERTFR-2025-RFX-005-1.pdf,https://cert.ssi.gouv.fr/uploads/CERTFR-2025-RFX-005-1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT8,CERTFR-2025-CTI-001.pdf,https://www.cert.ssi.gouv.fr/uploads/CERTFR-2025-CTI-001.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT9,CERTFR-2024-RFX-009-1.pdf,https://cert.ssi.gouv.fr/uploads/CERTFR-2024-RFX-009-1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
NPVI,NP_Virtualisation_NoteTech_v1-1.pdf,https://messervices.cyber.gouv.fr/documents-guides/NP_Virtualisation_NoteTech_v1-1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
SECN,secnumcloud-referentiel-exigences-v3.2.pdf,https://cyber.gouv.fr/documents/388/secnumcloud-referentiel-exigences-v3.2.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ANSS91,anssi-guide-organising_a_cyber_crisis_management_exercise-v1.0.pdf,https://messervices.cyber.gouv.fr/documents-guides/anssi-guide-organising_a_cyber_crisis_management_exercise-v1.0.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
APPR,approche_ssi_pour_l_internet_des_objets_industriels_2025.pdf,https://messervices.cyber.gouv.fr/documents-guides/approche_ssi_pour_l_internet_des_objets_industriels_2025.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT10,CERTFR-2025-DUR-001.pdf,https://www.cert.ssi.gouv.fr/uploads/CERTFR-2025-DUR-001.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT11,CERTFR-2025-RFX-004-1.pdf,https://cert.ssi.gouv.fr/uploads/CERTFR-2025-RFX-004-1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT12,CERTFR-2024-RFX-008-1.pdf,https://cert.ssi.gouv.fr/uploads/CERTFR-2024-RFX-008-1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT13,CERTFR-2024-RFX-007-1.pdf,https://cert.ssi.gouv.fr/uploads/CERTFR-2024-RFX-007-1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT14,CERTFR-2025-RFX-003-1.pdf,https://cert.ssi.gouv.fr/uploads/CERTFR-2025-RFX-003-1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT15,CERTFR-2024-RFX-006-1.pdf,https://cert.ssi.gouv.fr/uploads/CERTFR-2024-RFX-006-1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
BACK3,20240829_Back to Basics_Virtualization.pdf,https://messervices.cyber.gouv.fr/documents-guides/20240829_Back%20to%20Basics_Virtualization.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT16,CERTFR-2025-RFX-002-1.pdf,https://cert.ssi.gouv.fr/uploads/CERTFR-2025-RFX-002-1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT17,CERTFR-2024-RFX-005-1.pdf,https://cert.ssi.gouv.fr/uploads/CERTFR-2024-RFX-005-1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
NISV,20260317_NIS_V2_ReCyF_v2.5.pdf,https://messervices.cyber.gouv.fr/documents-ressources/20260317_NIS_V2_ReCyF_v2.5.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT18,CERTFR-2024-RFX-004-1.pdf,https://cert.ssi.gouv.fr/uploads/CERTFR-2024-RFX-004-1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT19,CERTFR-2025-RFX-001-1.pdf,https://cert.ssi.gouv.fr/uploads/CERTFR-2025-RFX-001-1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
MEME,mementodep-v1-1.pdf,https://messervices.cyber.gouv.fr/documents-guides/mementodep-v1-1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT20,CERTFR-2024-RFX-003-1.pdf,https://cert.ssi.gouv.fr/uploads/CERTFR-2024-RFX-003-1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT21,CERTFR-2026-CTI-002.pdf,https://www.cert.ssi.gouv.fr/uploads/CERTFR-2026-CTI-002.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CATA,catalogue-produits-services-profils-de-protection-sites-certifies-qualifies-agrees-anssi.pdf,https://messervices.cyber.gouv.fr/visas/catalogue-produits-services-profils-de-protection-sites-certifies-qualifies-agrees-anssi.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT22,CERTFR-2024-RFX-002-1.pdf,https://cert.ssi.gouv.fr/uploads/CERTFR-2024-RFX-002-1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT23,CERTFR-2024-RFX-001-1.pdf,https://cert.ssi.gouv.fr/uploads/CERTFR-2024-RFX-001-1.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT24,CERTFR-2026-CTI-001.pdf,https://www.cert.ssi.gouv.fr/uploads/CERTFR-2026-CTI-001.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
NTCO,nt_commutateurs.pdf,https://messervices.cyber.gouv.fr/documents-guides/nt_commutateurs.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT25,CERTFR-2025-CTI-012.pdf,https://www.cert.ssi.gouv.fr/uploads/CERTFR-2025-CTI-012.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
GUID21,guide_durees_de_conservation.pdf,https://www.cnil.fr/sites/cnil/files/atoms/files/guide_durees_de_conservation.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
GUID22,guide_pratique_rgpd_-_delegues_a_la_protection_des_donnees.pdf,https://www.cnil.fr/sites/cnil/files/atoms/files/guide_pratique_rgpd_-_delegues_a_la_protection_des_donnees.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CNIL,cnil_guide_securite_personnelle_2024.pdf,https://www.cnil.fr/sites/cnil/files/2024-03/cnil_guide_securite_personnelle_2024.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
REFE1,referentiel_gestion_des_ressources_humaines.pdf,https://www.cnil.fr/sites/cnil/files/2023-09/referentiel_gestion_des_ressources_humaines.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
BPIC,bpi-cnil-rgpd_guide-tpe-pme.pdf,https://www.cnil.fr/sites/default/files/atoms/files/bpi-cnil-rgpd_guide-tpe-pme.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
RECO2,recommandation-applications-mobiles-modifiee.pdf,https://www.cnil.fr/sites/default/files/2025-04/recommandation-applications-mobiles-modifiee.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ANSS92,anssi-guide-recommandations_configuration_securisee_pare_feu_stormshield_network_security_version_3.7.17.pdf,https://messervices.cyber.gouv.fr/documents-guides/anssi-guide-recommandations_configuration_securisee_pare_feu_stormshield_network_security_version_3.7.17.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ANSS93,anssi_essentiels_fuites_données_1.0.pdf,https://messervices.cyber.gouv.fr/documents-guides/anssi_essentiels_fuites_donn%C3%A9es_1.0.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ANSS94,anssi-guide-exigences_securite_materielle.pdf,https://messervices.cyber.gouv.fr/documents-guides/anssi-guide-exigences_securite_materielle.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ANSS95,anssi-guide-mecanismes-crypto-3.00.pdf,https://messervices.cyber.gouv.fr/documents-guides/anssi-guide-mecanismes-crypto-3.00.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ANSS96,anssi-digital_security-best_practices_for_business_travellers-2019.pdf,https://messervices.cyber.gouv.fr/documents-guides/anssi-digital_security-best_practices_for_business_travellers-2019.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
PSSI5,pssi-section4-referencesssi-2004-03-03.pdf,https://messervices.cyber.gouv.fr/documents-guides/pssi-section4-referencesssi-2004-03-03.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
RECO3,recommandations-sur-la-sécurisation-des-systèmes-de-contrôle-d_acces-physique-et-vidéoprotection-v2.2.pdf,https://messervices.cyber.gouv.fr/documents-guides/recommandations-sur-la-s%C3%A9curisation-des-syst%C3%A8mes-de-contr%C3%B4le-d_acces-physique-et-vid%C3%A9oprotection-v2.2.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT26,CERTFR-2025-CTI-003.pdf,https://www.cert.ssi.gouv.fr/uploads/CERTFR-2025-CTI-003.pdf,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
ADS,ads.html,https://messervices.cyber.gouv.fr/services/ads.html,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CYBE4,cyber-enjeux.html,https://messervices.cyber.gouv.fr/ressources/cyber-enjeux.html,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
DEMA,demainspecialiste.cyber.gouv.fr_.html,https://demainspecialiste.cyber.gouv.fr/,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
DEMA1,demainspecialiste.cyber.gouv.fr_cyber-en-jeux.html,https://demainspecialiste.cyber.gouv.fr/cyber-en-jeux/,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
MESS1,messervices.cyber.gouv.fr_.html,https://messervices.cyber.gouv.fr/,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
MESS2,messervices.cyber.gouv.fr_nis2.html,https://messervices.cyber.gouv.fr/nis2,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
MONA,mon-aide-cyber-aidants.html,https://messervices.cyber.gouv.fr/services/mon-aide-cyber-aidants.html,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
MONA1,mon-aide-cyber.html,https://messervices.cyber.gouv.fr/services/mon-aide-cyber.html,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
MONS,mon-service-securise.html,https://messervices.cyber.gouv.fr/services/mon-service-securise.html,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
SILE,silene.html,https://messervices.cyber.gouv.fr/services/silene.html,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT27,cert-fr,https://cyber.gouv.fr/nous-connaitre/lagence/organisation/cert-fr/,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT28,CERTFR-2020-DUR-001,https://www.cert.ssi.gouv.fr/dur/CERTFR-2020-DUR-001/,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT29,CERTFR-2021-DUR-001,https://www.cert.ssi.gouv.fr/dur/CERTFR-2021-DUR-001/,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT30,CERTFR-2025-CTI-008,https://www.cert.ssi.gouv.fr/cti/CERTFR-2025-CTI-008/,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT31,CERTFR-2025-CTI-010,https://www.cert.ssi.gouv.fr/cti/CERTFR-2025-CTI-010/,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT32,CERTFR-2025-CTI-011,https://www.cert.ssi.gouv.fr/cti/CERTFR-2025-CTI-011/,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
CERT33,CERTFR-2025-DUR-003,https://www.cert.ssi.gouv.fr/dur/CERTFR-2025-DUR-003/,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
DECL,declarations,https://club.ssi.gouv.fr/#/declarations,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
DELE,delegues-territoriaux,https://cyber.gouv.fr/nous-connaitre/lagence/organisation/delegues-territoriaux/,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
DIRE,direction-generale,https://cyber.gouv.fr/nous-connaitre/lagence/organisation/direction-generale/,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
LALO,la-loi-informatique-et-libertes#article87,https://www.cnil.fr/fr/le-cadre-national/la-loi-informatique-et-libertes#article87,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
MISS,missions,https://cyber.gouv.fr/nous-connaitre/lagence/missions/,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
REGL,reglement-europeen-protection-donnees,https://www.cnil.fr/fr/reglement-europeen-protection-donnees,OUI,Dataset Q/R généré (PDF + HTML + Texte),True
MSCMON,MSC - MonAideCyber,https://messervices.cyber.gouv.fr/services/mon-aide-cyber.html,OUI,Dataset Q/R généré (base_anssi_albert),True
MSCSIL,MSC - Silene,https://messervices.cyber.gouv.fr/services/silene.html,OUI,Dataset Q/R généré (base_anssi_albert),True
MSCMON1,MSC - MonServiceSecurise,https://messervices.cyber.gouv.fr/services/mon-service-securise.html,OUI,Dataset Q/R généré (base_anssi_albert),True
MSCCYB,MSC - CyberEnJeux,https://messervices.cyber.gouv.fr/ressources/cyber-enjeux.html,OUI,Dataset Q/R généré (base_anssi_albert),True
MSCMON2,MSC - MonAideCyber - Aidants,https://messervices.cyber.gouv.fr/services/mon-aide-cyber-aidants.html,OUI,Dataset Q/R généré (base_anssi_albert),True
ANSDÉL,ANSSI - Déléguées territoriaux,https://cyber.gouv.fr/nous-connaitre/lagence/organisation/delegues-territoriaux/,OUI,Dataset Q/R généré (base_anssi_albert),True
ANSDIR,ANSSI - Direction générale,https://cyber.gouv.fr/nous-connaitre/lagence/organisation/direction-generale/,OUI,Dataset Q/R généré (base_anssi_albert),True
ANSMIS,ANSSI - Missions,https://cyber.gouv.fr/nous-connaitre/lagence/missions/,OUI,Dataset Q/R généré (base_anssi_albert),True
ANSCER,ANSSI - CERT-FR,https://cyber.gouv.fr/nous-connaitre/lagence/organisation/cert-fr/,OUI,Dataset Q/R généré (base_anssi_albert),True
MON,MonServiceSecurise,https://monservicesecurise.cyber.gouv.fr/,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRC,CERT-FR - Classe de vulnérabilités en environnemen,https://www.cert.ssi.gouv.fr/dur/CERTFR-2021-DUR-001/,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRP,CERT-FR - Points de contrôle Active Directory,https://www.cert.ssi.gouv.fr/dur/CERTFR-2020-DUR-001/,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRF,CERT-FR - Fiche réflexe - Fuite de données - Endig,https://cert.ssi.gouv.fr/uploads/CERTFR-2025-RFX-008-1.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRF1,CERT-FR - Fiche réflexe - Fuite de données - Quali,https://cert.ssi.gouv.fr/uploads/CERTFR-2025-RFX-007-1.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRF2,CERT-FR - Fiche réflexe - Compromission d'un tiers,https://cert.ssi.gouv.fr/uploads/CERTFR-2025-RFX-005-1.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CNICON,CNIL - Conservation,https://www.cnil.fr/sites/cnil/files/atoms/files/guide_durees_de_conservation.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRF3,CERT-FR - Fiche réflexe - Compromission d'un tenan,https://cert.ssi.gouv.fr/uploads/CERTFR-2025-RFX-003-1.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CNIGUI,CNIL - Guide pratique RGPD,https://www.cnil.fr/sites/cnil/files/atoms/files/guide_pratique_rgpd_-_delegues_a_la_protection_des_donnees.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRF4,CERT-FR - Fiche réflexe - Compromission d'un équip,https://cert.ssi.gouv.fr/uploads/CERTFR-2025-RFX-001-1.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CNIGUI1,CNIL - Guide sécurité personnelle,https://www.cnil.fr/sites/cnil/files/2024-03/cnil_guide_securite_personnelle_2024.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRF5,CERT-FR - Fiche réflexe - Déni de service réseau -,https://cert.ssi.gouv.fr/uploads/CERTFR-2024-RFX-010-1.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CNIGUI2,CNIL - Guide gestion RH,https://www.cnil.fr/sites/cnil/files/2023-09/referentiel_gestion_des_ressources_humaines.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRF6,CERT-FR - Fiche réflexe - Défiguration de site web,https://cert.ssi.gouv.fr/uploads/CERTFR-2024-RFX-007-1.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CNIGUI3,CNIL - Guide TPE PME,https://www.cnil.fr/sites/default/files/atoms/files/bpi-cnil-rgpd_guide-tpe-pme.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
PACREF,PACS_Referentiel-exigences_v1.1_vFR.pdf,https://cyber.gouv.fr/documents/372/PACS_Referentiel-exigences_v1.1_vFR.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRF7,CERT-FR - Fiche réflexe - Compromission système -,https://cert.ssi.gouv.fr/uploads/CERTFR-2024-RFX-005-1.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
PASREF,PASSI_Referentiel-exigences_v2.2.pdf,https://cyber.gouv.fr/documents/375/PASSI_Referentiel-exigences_v2.2.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRF8,CERT-FR - Fiche réflexe - Compromission d'un compt,https://cert.ssi.gouv.fr/uploads/CERTFR-2024-RFX-003-1.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CNITAB,CNIL - Tables Informatique et Libertés,https://www.cnil.fr/sites/default/files/2026-03/tables_il.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
RGS,RGS_v-2-0_C.pdf,https://cyber.gouv.fr/documents/341/RGS_v-2-0_C.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRF9,CERT-FR - Fiche réflexe - Chiffrement en cours - E,https://cert.ssi.gouv.fr/uploads/CERTFR-2024-RFX-002-1.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
EIDPSC,eidas_psc-qualifies_v1.3_anssi.pdf,https://cyber.gouv.fr/documents/356/eidas_psc-qualifies_v1.3_anssi.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
PRIREF,PRIS_Referentiel-exigences_v3.2.pdf,https://cyber.gouv.fr/documents/380/PRIS_Referentiel-exigences_v3.2.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
