REF,Nom,URL,Inclu ?,Explication RETENU,Fait
EIDHOR,eidas_horodatage-qualifie_v1.1_anssi.pdf,https://cyber.gouv.fr/documents/357/eidas_horodatage-qualifie_v1.1_anssi.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRF10,CERT-FR - Fiche réflexe - Chiffrement en cours - Q,https://cert.ssi.gouv.fr/uploads/CERTFR-2024-RFX-001-1.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CNIREC,CNIL - Recommandations applications mobiles,https://www.cnil.fr/sites/default/files/2025-04/recommandation-applications-mobiles-modifiee.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CNILAL,CNIL - La loi,https://www.cnil.fr/fr/le-cadre-national/la-loi-informatique-et-libertes#article87,OUI,Dataset Q/R généré (base_anssi_albert),True
CNIRÈG,CNIL - Règlement Européen,https://www.cnil.fr/fr/reglement-europeen-protection-donnees,OUI,Dataset Q/R généré (base_anssi_albert),True
EIDDEL,eidas_delivrance-certificats-qualifies_v1.2_anssi.,https://cyber.gouv.fr/documents/358/eidas_delivrance-certificats-qualifies_v1.2_anssi.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
PDIREF,pdis_referentiel_v2.01.pdf,https://cyber.gouv.fr/documents/383/pdis_referentiel_v2.01.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
EIDVAL,eidas_validation-signatures-cachets-qualifies_v1.0,https://cyber.gouv.fr/documents/359/eidas_validation-signatures-cachets-qualifies_v1.0_anssi.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
EIDCON,eidas_conservation-signatures-cachets-qualifies_v1,https://cyber.gouv.fr/documents/360/eidas_conservation-signatures-cachets-qualifies_v1.0_anssi.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
PDIREF1,pdis_referentiel_v2.0_en1.pdf,https://cyber.gouv.fr/documents/384/pdis_referentiel_v2.0_en1.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
ADDAUR,Addendum-au-referentiel-PDIS-v2.0.pdf,https://cyber.gouv.fr/documents/382/Addendum-au-referentiel-PDIS-v2.0.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
EIDHOR1,eidas_horodatage-transition-rgs_v1.1_anssi.pdf,https://cyber.gouv.fr/documents/362/eidas_horodatage-transition-rgs_v1.1_anssi.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
NISRÉF,NIS2 - Référentiel,https://messervices.cyber.gouv.fr/documents-ressources/20260317_NIS_V2_ReCyF_v2.5.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
EIDDEL1,eidas_delivrance-certificats-transition-rgs_v1.1_a,https://cyber.gouv.fr/documents/363/eidas_delivrance-certificats-transition-rgs_v1.1_anssi.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
EIDORG,eidas-organismesevaluationconformite_v1.1_anssi.pd,https://cyber.gouv.fr/documents/364/eidas-organismesevaluationconformite_v1.1_anssi.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
EIDCER,eidas-certificationconformiteqscd_v1.0_anssi.pdf,https://cyber.gouv.fr/documents/365/eidas-certificationconformiteqscd_v1.0_anssi.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
SERINT,Services introduits par la loi pour une République,https://cyber.gouv.fr/reglementation/reglementation-identite-confiance-numerique/securite-echanges-voie-electronique/services-introduits-par-republique-num%C3%A9rique/,OUI,Dataset Q/R généré (base_anssi_albert),True
PVIREF,PVID_referentiel-exigences_v1.1.pdf,https://cyber.gouv.fr/documents/386/PVID_referentiel-exigences_v1.1.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
ANSPAN,ANSSI - Panorama de la cyber menace,https://www.cert.ssi.gouv.fr/uploads/CERTFR-2026-CTI-002.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
MSCPRO,MSC - Proposition de valeur,https://messervices.cyber.gouv.fr/,OUI,Dataset Q/R généré (base_anssi_albert),True
NISPRO,NIS2 - Proposition de valeur,https://messervices.cyber.gouv.fr/nis2,OUI,Dataset Q/R généré (base_anssi_albert),True
DSCPRO,DSC - Proposition de valeur,https://demainspecialiste.cyber.gouv.fr/,OUI,Dataset Q/R généré (base_anssi_albert),True
DSCCYB,DSC - Cyber En Jeux,https://demainspecialiste.cyber.gouv.fr/cyber-en-jeux/,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRI,CERT-FR - IA générative face aux attaques informat,https://www.cert.ssi.gouv.fr/uploads/CERTFR-2026-CTI-001.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
NPANSE,20220811_np_anssi_eidas_eid-referentielexigences_v,https://cyber.gouv.fr/documents/387/20220811_np_anssi_eidas_eid-referentielexigences_v1.2.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRT,CERT-FR - Téléphones mobiles : État de la menace d,https://www.cert.ssi.gouv.fr/uploads/CERTFR-2025-CTI-012.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRO,CERT-FR - Opération ENDGAME de novembre 2025,https://www.cert.ssi.gouv.fr/cti/CERTFR-2025-CTI-011/,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRC1,CERT-FR - Campagne de notifications de menace envo,https://www.cert.ssi.gouv.fr/cti/CERTFR-2025-CTI-010/,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRO1,CERT-FR - Opération ENDGAME 2025,https://www.cert.ssi.gouv.fr/cti/CERTFR-2025-CTI-008/,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRC2,CERT-FR - Ciblage et compromission d'entités franç,https://www.cert.ssi.gouv.fr/uploads/CERTFR-2025-CTI-006.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRT1,CERT-FR - Transports urbains - État de la menace i,https://www.cert.ssi.gouv.fr/uploads/CERTFR-2025-CTI-005.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
ANSPAM,ANSSI_PAMS_referentiel_v1.1_vFR.pdf,https://cyber.gouv.fr/documents/389/ANSSI_PAMS_referentiel_v1.1_vFR.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRP1,CERT-FR - Panorama de la cybermenace 2024,https://www.cert.ssi.gouv.fr/uploads/CERTFR-2025-CTI-003.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRC3,CERT-FR - Collectivités territoriales - Synthèse d,https://www.cert.ssi.gouv.fr/uploads/CERTFR-2025-CTI-002.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
RGSCOR,RGS_v-2-00_Corps_du_texte.pdf,https://cyber.gouv.fr/documents/331/RGS_v-2-00_Corps_du_texte.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
RGSA1,RGS_v-2-0_A1.pdf,https://cyber.gouv.fr/documents/332/RGS_v-2-0_A1.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRS,CERT-FR - Secteur du cloud - État de la menace inf,https://www.cert.ssi.gouv.fr/uploads/CERTFR-2025-CTI-001.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRR,CERT-FR - Recommandations à destination des acteur,https://www.cert.ssi.gouv.fr/dur/CERTFR-2025-DUR-003/,OUI,Dataset Q/R généré (base_anssi_albert),True
CERFRB,CERT-FR - 10 bonnes pratiques pour l’utilisation d,https://www.cert.ssi.gouv.fr/uploads/CERTFR-2025-DUR-001.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
ADSACT,ADS - Active Directory Security,https://messervices.cyber.gouv.fr/services/ads.html,OUI,Dataset Q/R généré (base_anssi_albert),True
RGSA2,RGS_v-2-0_A2.pdf,https://cyber.gouv.fr/documents/333/RGS_v-2-0_A2.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
RGSA3,RGS_v-2-0_A3.pdf,https://cyber.gouv.fr/documents/334/RGS_v-2-0_A3.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
RGSA3E,RGS_v-2-0_A3-errata_horodatage_electronique_v1.0.p,https://cyber.gouv.fr/documents/335/RGS_v-2-0_A3-errata_horodatage_electronique_v1.0.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
RGSA4,RGS_v-2-0_A4.pdf,https://cyber.gouv.fr/documents/336/RGS_v-2-0_A4.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
RGSA5,RGS_v-2-0_A5.pdf,https://cyber.gouv.fr/documents/337/RGS_v-2-0_A5.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
ANSGUI,anssi-guide-mecanismes_crypto-2.04.pdf,https://cyber.gouv.fr/documents/338/anssi-guide-mecanismes_crypto-2.04.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
RGSB3,RGS_v-2-0_B3.pdf,https://cyber.gouv.fr/documents/340/RGS_v-2-0_B3.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
RGSB2,RGS_v-2-0_B2.pdf,https://cyber.gouv.fr/documents/339/RGS_v-2-0_B2.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
EIDENV,eidas_envoi-recommande-electronique-qualifie_v1.0_,https://cyber.gouv.fr/documents/361/eidas_envoi-recommande-electronique-qualifie_v1.0_anssi.pdf,OUI,Dataset Q/R généré (base_anssi_albert),True
